conv1_lat,conv1_pv,conv1_r2,conv1_aic,conv2_lat,conv2_pv,conv2_zeta,conv2_r2,conv2_aic,div1_lat,div1_pv,div1_r2,div1_aic,div2_lat,div2_pv,div2_zeta,div2_r2,div2_aic,subject,round,session,file
242.82768205728073,41.20776277667069,0.9642900105445603,-2269.8172928110316,168.593730648038,14.480377538521187,0.5494224114698351,0.9852731951210107,-2815.217697026575,226.32804857209695,23.56958672760527,0.9876295998425337,-2877.1175940126122,185.56451425305602,13.102145221790206,0.9129317881919289,0.989607148851145,-2982.7659971892244,213,1,1,S_1213_S1_1_VRG.csv
251.01356374344314,33.91140993804213,0.8866370625575521,-1519.1815870047344,207.2831834364738,15.625120385478807,0.7467783475254859,0.890900974522943,-1540.031361101936,241.7998616852935,35.25101478687603,0.9758470182861855,-2143.1668543429323,196.51956354940185,17.47287748693098,0.8212709544923772,0.9794660206150603,-2237.9136235425667,440,1,1,S_1440_S1_1_VRG.csv
239.41375717086657,19.6583264795542,0.9821075157540627,-3147.481038895652,168.97678627421087,8.568388309157584,0.6774770655392659,0.9923748060325622,-3692.2046752444135,259.04322131966416,26.79051016301978,0.9773363794043649,-2982.156869577827,196.30075722558254,10.984477091531899,0.6829011991638462,0.986530856326566,-3313.707377318604,214,1,2,S_1214_S2_1_VRG.csv
226.98778480924867,20.95802641665481,0.9748211363582954,-2765.935315242055,152.84056607777953,9.237596083797927,0.7252481698551387,0.9831400950962026,-3016.607264412018,222.23974325167256,30.843989196363996,0.9076068747961166,-1970.5249339185389,188.98086646601135,15.701865353122624,0.7145458960048214,0.9135441074429971,-2010.3684012238277,339,1,1,S_1339_S1_1_VRG.csv
217.5627089748615,21.696210450438418,0.9877570974609691,-3392.127150294744,181.0211791396954,11.306828823353266,0.8626160149869714,0.9898242640143031,-3504.050389296219,210.6722309090247,43.94321425251392,0.9346147095383966,-2395.045902502826,141.2063725327829,12.867390548758726,0.4377255449868239,0.97723681921761,-3043.020128328215,430,1,2,S_1430_S2_1_VRG.csv
222.7456208273269,23.421930073113764,0.9478936007411911,-1778.9662263692037,194.90286955119046,15.516248153584682,0.998999999999916,0.9474240438184893,-1771.5297150797462,203.70457070338153,21.535394318126816,0.983546562809909,-2418.940508197568,137.32165725738054,11.462284793028715,0.9240112091161302,0.9860383187696301,-2516.456544115651,73,1,2,S_1073_S2_1_VRG.csv
247.17124739281198,33.50582521382562,0.9687726173807428,-2593.648988527058,202.50005197845255,15.550658805291883,0.7528562962222936,0.9733913692259669,-2697.608529529717,213.91528845049396,29.758466885428483,0.989849743402836,-3485.653598758129,181.86292383431154,16.360668553733664,0.947889501845053,0.9915849171818867,-3607.7609341871107,92,3,2,S_3092_S2_1_VRG.csv
267.6741380211209,9.814974876254261,0.981063478477001,-3054.641651020364,184.4896342400793,5.033477295644184,0.8511920800362872,0.9857720192140529,-3227.8872615661558,194.4806492316947,12.930005146893004,0.9587285443329685,-2746.735379211371,72.70250205555257,5.02824009461443,0.5866149771040117,0.9829498797510151,-3286.635874476573,243,1,2,S_1243_S2_1_VRG.csv
242.61469676722453,30.946689817891222,0.9459257814771015,-2430.4554427189846,167.36522649915716,11.421187863714808,0.5275650593792068,0.9740561652022846,-2916.8470826362477,198.58012756257008,19.87711131744543,0.9888170849291142,-3594.508086196107,158.21444732552652,11.049735773527551,0.934106328015588,0.9910967546212105,-3744.109009980413,388,1,1,S_1388_S1_1_VRG.csv
219.27943126871807,19.382369771970595,0.9777546928087912,-2684.876754590089,173.13066346594476,10.130092712819977,0.852345612427247,0.9803439478911206,-2755.5155317675362,250.49662084751424,29.659921847082643,0.9612763409845022,-2278.307374704013,181.67379249964512,11.70479858809198,0.5698399871515509,0.9814671106267655,-2708.8699051225526,296,1,1,S_1296_S1_1_VRG.csv
